season,district,zone,temperature,humidity,rainfall,light,n,p,k,variety,yield
0,Galle,1,29.5,78.0,218.3,7.2,41.0,18.5,55.9,Bw367,5.8
0,Galle,1,30.2,80.6,220.8,6.1,52.6,16.0,27.6,Bw367,5.1
0,Matale,1,29.1,73.3,121.2,7.1,51.1,40.7,62.6,Bw367,6.38
1,Monaragala,0,26.7,76.1,165.1,6.2,32.5,49.1,40.9,Bg352,7.14
0,Trincomalee,0,35.5,57.3,51.9,8.3,25.3,51.7,42.0,Bg300,5.06
0,Polonnaruwa,0,32.5,60.3,38.1,8.1,43.5,29.4,42.9,At362,6.2
0,Kegalle,1,28.6,86.5,259.4,6.9,33.7,52.4,34.1,Ld368,5.6
0,Anuradhapura,0,32.6,66.0,56.0,9.2,25.0,33.2,53.4,Bg300,5.5
0,Galle,1,28.3,83.3,222.4,6.8,52.8,29.5,51.6,Bw367,5.8
1,Nuwara Eliya,1,16.9,88.2,286.4,4.0,66.8,19.4,45.8,Ld368,5.32
1,Polonnaruwa,0,27.4,84.7,184.1,6.2,48.2,31.6,35.8,Bg352,7.14
0,Matara,1,29.1,80.7,206.4,6.7,35.4,45.1,30.9,Bw367,5.8
1,Hambantota,0,27.5,73.7,111.0,6.5,71.9,39.1,31.5,Bg352,7.14
1,Kandy,1,23.7,89.5,230.4,5.1,56.5,51.0,48.7,Bw367,6.67
0,Matara,1,29.8,76.0,226.8,7.0,56.8,21.3,50.9,Bw367,5.8
0,Kandy,1,27.0,79.7,152.8,6.7,73.1,43.0,50.6,Bw367,6.38
1,Kalutara,1,27.0,84.4,317.1,5.2,83.4,51.4,36.3,Ld368,6.44
0,Badulla,1,26.5,77.0,95.8,6.4,52.2,51.5,61.3,Bw367,6.38
0,Monaragala,0,31.7,63.4,64.1,8.4,63.4,40.0,28.8,Bg300,5.5
1,Polonnaruwa,0,28.8,77.3,189.6,6.2,70.3,56.5,40.5,Bg366,8.05
0,Monaragala,0,32.8,71.3,54.0,8.5,43.8,20.9,27.4,Bg300,4.84
0,Kegalle,1,29.9,84.3,255.7,6.6,30.6,31.9,50.0,Ld368,5.6
0,Nuwara Eliya,1,19.9,86.8,207.4,5.0,58.5,16.2,60.6,Bw367,5.8
0,Trincomalee,0,33.2,66.8,45.4,9.6,37.8,50.5,43.3,Bg300,5.06
1,Monaragala,0,27.1,76.0,181.0,5.7,68.2,52.8,61.1,Bg366,8.05
0,Monaragala,0,31.1,70.4,71.9,7.2,32.1,39.7,41.8,Bg300,5.5
1,Kurunegala,0,26.0,80.8,153.7,6.6,48.2,45.6,52.0,Bg352,7.14
1,Monaragala,0,26.5,82.0,157.3,5.4,40.8,31.2,58.9,Bg352,7.14
1,Matale,1,26.1,78.5,207.8,5.6,75.8,23.7,58.3,Bw367,6.67
1,Nuwara Eliya,1,14.6,93.8,286.1,3.2,30.5,26.6,30.7,Ld368,4.65
0,Kurunegala,0,30.5,68.8,114.1,8.0,61.4,48.7,27.0,Bg300,5.5
1,Ampara,0,28.8,85.9,198.3,5.1,75.8,53.0,36.0,Bg366,8.05
0,Galle,1,29.4,77.0,241.7,7.1,29.3,43.2,54.7,Bw367,5.8
0,Ratnapura,1,28.6,84.8,284.9,5.7,43.8,44.7,64.4,Ld368,6.16
0,Polonnaruwa,0,31.6,62.3,49.8,8.6,75.0,27.8,25.3,Bg300,5.5
1,Nuwara Eliya,1,16.7,86.5,279.4,3.9,66.6,17.2,51.4,Ld368,5.32
1,Matale,1,26.8,86.5,197.0,6.3,32.9,46.5,42.4,Bw367,6.09
0,Badulla,1,26.0,71.8,113.5,6.6,59.9,39.3,54.9,Bw367,6.38
1,Matara,1,25.7,82.7,252.6,5.9,70.0,50.2,61.2,Ld368,6.44
0,Kalutara,1,29.1,86.5,299.2,6.5,53.2,39.7,39.5,Ld368,5.6
1,Nuwara Eliya,1,15.9,87.2,272.2,4.6,64.4,30.9,32.5,Ld368,5.32
1,Ratnapura,1,24.9,88.7,325.3,4.9,80.7,16.6,36.2,Ld368,5.32
1,Badulla,1,21.6,80.2,197.0,5.3,80.9,15.9,51.1,Bw367,6.09
1,Ampara,0,26.4,81.4,216.1,5.7,61.1,33.1,54.1,Bg366,7.35
1,Kalutara,1,25.5,92.6,311.7,5.0,76.7,40.6,28.0,Ld368,5.88
1,Trincomalee,0,28.4,79.2,212.8,5.5,64.1,31.0,58.1,Bg366,8.05
0,Trincomalee,0,34.2,63.6,49.9,9.2,71.6,46.1,31.3,Bg300,5.06
0,Ampara,0,34.3,62.5,47.7,8.8,48.8,48.8,26.6,Bg300,5.06
0,Kegalle,1,27.7,80.2,274.8,5.8,37.0,43.1,51.0,Ld368,5.6
1,Kandy,1,24.7,81.5,212.6,5.1,36.0,54.7,31.6,Bw367,6.09
0,Trincomalee,0,35.0,66.9,52.9,9.5,72.7,26.9,44.2,Bg300,5.06
1,Monaragala,0,28.1,79.2,159.6,5.9,46.2,47.8,42.7,Bg352,7.14
1,Nuwara Eliya,1,14.6,89.2,281.7,3.4,62.3,26.6,34.2,Ld368,5.32
1,Kandy,1,24.0,89.3,205.9,5.8,51.9,37.5,45.5,Bw367,6.09
1,Matara,1,28.0,88.8,248.8,5.5,83.0,54.3,29.9,Bw367,6.67
1,Ampara,0,27.9,86.2,222.5,6.1,78.7,24.7,30.7,Bg366,7.35
0,Trincomalee,0,32.8,60.5,60.5,8.7,59.6,52.8,51.6,Bg300,6.05
0,Badulla,1,25.4,72.2,109.8,7.4,50.2,43.9,38.4,Bw367,5.8
0,Hambantota,0,32.3,67.2,43.5,8.7,27.7,43.9,52.6,At362,6.2
0,Badulla,1,24.9,79.3,97.8,7.0,44.4,23.9,37.1,Bw367,5.8
1,Kalutara,1,25.1,89.3,315.0,4.6,62.9,36.4,35.4,Ld368,5.32
0,Kalutara,1,30.2,82.3,293.9,5.5,24.3,18.3,56.1,Ld368,4.93
1,Polonnaruwa,0,28.0,81.6,193.4,6.1,43.2,43.8,47.2,Bg352,7.14
1,Colombo,1,28.6,77.8,230.1,6.0,79.0,38.0,58.7,Bw367,6.67
0,Matale,1,27.8,78.1,127.8,7.5,30.5,25.9,36.8,Bw367,5.1
0,Ratnapura,1,27.2,82.4,280.5,6.5,41.9,25.8,39.9,Ld368,5.6
1,Kurunegala,0,25.8,84.1,167.1,6.7,56.1,54.4,31.7,Bg366,7.35
1,Hambantota,0,29.4,72.3,109.7,7.0,34.2,21.8,29.3,Bg352,6.32
0,Badulla,1,26.6,76.6,101.3,6.6,64.6,35.1,52.9,Bw367,6.38
0,Ampara,0,32.4,68.7,52.0,8.0,42.3,33.2,33.6,Bg300,5.5
0,Badulla,1,27.1,73.0,105.6,7.4,31.5,38.7,53.0,Bw367,5.8
0,Monaragala,0,31.5,71.8,50.7,7.7,22.7,46.0,29.0,Bg300,4.84
0,Kalutara,1,29.7,84.6,275.4,5.5,52.0,51.5,49.0,Ld368,6.16
1,Kurunegala,0,26.5,83.2,162.9,6.9,59.1,34.2,46.0,Bg366,7.35
0,Monaragala,0,32.1,66.3,60.2,8.4,23.7,31.0,31.1,Bg300,4.84
0,Monaragala,0,31.4,67.9,68.2,8.7,41.1,48.1,63.4,Bg300,6.05
0,Kandy,1,28.8,82.2,156.1,7.1,73.0,46.8,41.3,Bw367,6.38
1,Kandy,1,26.0,86.1,230.6,4.5,51.4,41.8,29.3,Bw367,5.51
0,Kandy,1,27.3,75.2,144.0,7.2,35.9,23.5,46.4,Bw367,5.8
0,Kalutara,1,28.7,85.7,302.1,6.4,22.9,30.9,28.0,Ld368,4.93
0,Matale,1,27.7,71.9,117.5,6.9,42.4,33.5,53.5,Bw367,5.8
0,Monaragala,0,32.7,70.4,72.7,8.4,21.1,57.0,58.2,Bg300,5.5
0,Badulla,1,26.2,77.2,99.0,6.6,21.3,49.6,26.0,Bw367,5.1
1,Nuwara Eliya,1,15.5,85.6,272.2,4.4,36.8,25.3,62.8,Ld368,5.32
0,Colombo,1,31.3,80.6,207.5,6.6,48.4,32.8,37.4,Bw367,5.8
0,Kegalle,1,28.0,77.6,282.8,7.1,51.2,50.5,34.3,Ld368,5.6
1,Kandy,1,24.5,88.1,224.6,5.4,31.0,27.7,62.6,Bw367,6.09
1,Matara,1,28.3,88.1,252.1,6.3,52.4,21.4,38.4,Ld368,5.88
1,Ampara,0,28.6,84.2,203.5,4.9,45.8,44.9,58.1,Bg352,6.46
0,Badulla,1,24.8,73.5,105.4,7.2,33.6,24.4,36.4,Bw367,5.1
0,Polonnaruwa,0,33.0,66.4,50.9,9.1,28.5,22.2,45.4,Bg300,4.84
0,Colombo,1,30.1,72.3,190.3,6.6,64.1,28.8,28.2,Bw367,5.8
0,Colombo,1,31.0,79.5,188.6,7.6,40.4,42.2,51.9,Bw367,5.8
0,Matara,1,30.4,74.4,220.6,6.5,73.3,25.2,41.8,Bw367,5.8
1,Trincomalee,0,25.9,85.0,219.8,5.2,34.7,49.4,25.2,Bg352,7.14
0,Colombo,1,30.9,76.3,188.8,7.6,37.8,20.4,47.0,Bw367,5.8
0,Ampara,0,32.7,66.5,62.4,8.7,32.0,28.8,49.2,Bg300,5.5
1,Kurunegala,0,26.8,84.0,157.2,5.5,68.8,40.1,25.5,Bg366,7.35
0,Matale,1,29.1,71.6,128.2,6.5,42.7,37.7,48.4,Bw367,5.8
1,Kalutara,1,27.5,87.8,324.7,5.3,84.6,33.1,30.6,Ld368,5.88
0,Matale,1,29.8,78.5,114.0,7.0,67.2,49.6,26.0,Bw367,5.8
1,Matara,1,25.8,80.3,234.7,5.6,81.7,30.8,44.9,Bw367,6.67
1,Kandy,1,23.0,89.0,207.5,5.9,37.2,39.2,65.0,Bw367,6.09
0,Anuradhapura,0,33.0,67.3,58.3,8.8,64.2,24.9,58.5,Bg300,5.5
1,Matale,1,24.1,83.9,195.4,5.3,36.5,44.9,49.1,Bw367,6.09
0,Ratnapura,1,27.5,84.9,288.4,5.7,21.4,23.6,52.3,Ld368,4.93
1,Kalutara,1,25.0,86.1,296.9,4.7,52.3,51.8,28.2,Ld368,5.32
1,Kurunegala,0,28.5,81.9,170.9,5.4,33.7,20.9,55.9,Bg352,7.14
0,Ampara,0,31.8,60.5,44.2,8.5,23.6,40.0,34.9,At362,5.46
0,Monaragala,0,33.5,67.6,59.7,8.7,47.5,49.2,41.5,Bg300,5.06
0,Hambantota,0,32.0,71.6,38.8,7.8,65.7,31.0,51.4,At362,6.2
1,Kalutara,1,26.4,85.1,314.5,4.6,56.7,28.1,63.5,Ld368,5.32
1,Kalutara,1,26.0,90.0,303.7,5.0,74.9,21.3,64.1,Ld368,6.44
1,Kalutara,1,26.6,92.2,323.4,4.6,37.9,44.0,26.7,Ld368,5.32
1,Kalutara,1,25.7,85.3,306.0,4.7,46.8,39.2,57.2,Ld368,5.32
1,Anuradhapura,0,26.7,75.8,172.7,5.8,53.3,35.6,63.1,Bg352,7.82
1,Kegalle,1,26.2,89.5,306.8,5.2,77.3,40.0,60.0,Ld368,6.44
1,Polonnaruwa,0,26.4,83.2,191.5,6.0,70.6,33.1,45.2,Bg366,7.35
1,Colombo,1,28.9,84.5,247.9,6.6,70.5,28.6,29.8,Bw367,6.09
0,Kandy,1,28.0,81.5,154.3,6.4,21.4,53.2,27.8,Bw367,5.1
1,Kurunegala,0,28.1,85.4,173.2,5.9,51.3,20.7,62.7,Bg352,7.14
1,Kandy,1,25.6,84.2,231.0,5.4,37.5,16.5,34.8,Bw367,5.39
1,Badulla,1,23.5,86.4,203.7,5.6,71.1,26.0,52.2,Bw367,6.09
0,Anuradhapura,0,33.5,65.4,54.5,8.0,60.5,53.5,48.7,Bg300,5.61
0,Kandy,1,27.7,73.9,154.8,6.7,62.3,18.6,36.9,Bw367,5.8
1,Polonnaruwa,0,26.4,81.8,181.8,5.5,76.6,51.0,50.8,Bg366,8.05
1,Kegalle,1,26.6,87.2,314.4,5.4,63.1,31.4,61.1,Ld368,6.44
0,Polonnaruwa,0,31.5,60.0,33.3,8.5,65.4,46.1,31.8,At362,6.2
0,Polonnaruwa,0,33.0,63.1,40.9,9.4,37.5,23.8,37.1,At362,5.46
1,Nuwara Eliya,1,16.0,86.9,268.4,4.3,67.2,29.6,58.7,Ld368,5.88
0,Kegalle,1,29.3,86.2,259.0,7.1,21.8,36.1,36.6,Ld368,4.93
0,Kandy,1,26.7,73.1,147.4,5.8,36.0,40.7,36.8,Bw367,5.8
1,Badulla,1,22.8,84.2,201.4,5.1,44.5,20.1,57.8,Bw367,6.09
0,Anuradhapura,0,33.9,69.3,64.2,7.9,69.0,33.1,25.5,Bg300,5.06
0,Kurunegala,0,31.0,68.1,111.1,8.0,40.8,34.1,38.6,Bg300,5.5
1,Kalutara,1,25.1,87.5,302.9,5.6,35.3,31.5,41.3,Ld368,5.88
0,Monaragala,0,32.4,64.3,78.6,8.1,54.4,37.4,38.7,Bg300,5.5
0,Polonnaruwa,0,33.3,67.5,40.8,9.4,28.2,57.4,39.0,At362,5.7
1,Ampara,0,27.3,84.2,216.6,5.5,58.8,21.2,37.2,Bg366,7.35
1,Monaragala,0,28.0,80.6,176.3,6.3,42.9,50.8,25.8,Bg352,7.14
0,Matale,1,27.8,77.3,120.8,6.9,58.0,16.5,33.9,Bw367,5.8
1,Ratnapura,1,25.4,86.6,320.6,5.0,53.1,50.1,45.9,Ld368,5.88
1,Kalutara,1,27.1,85.2,324.3,4.7,59.3,15.8,60.4,Ld368,5.32
1,Ampara,0,26.7,80.8,210.3,6.3,67.9,45.2,46.0,Bg366,8.05
0,Matara,1,30.3,83.0,221.3,6.9,64.4,47.0,31.8,Bw367,5.8
1,Matara,1,27.0,84.2,234.3,5.8,70.9,34.3,37.6,Bw367,6.09
0,Colombo,1,29.8,77.7,206.5,7.7,44.9,44.9,37.1,Bw367,5.8
1,Anuradhapura,0,27.1,76.6,166.1,5.7,65.9,45.9,27.9,Bg366,7.35
0,Trincomalee,0,34.2,60.2,52.5,9.2,20.5,31.1,30.7,Bg300,4.4
1,Ratnapura,1,27.2,87.8,320.8,5.2,32.6,24.6,58.3,Ld368,5.88
1,Matara,1,26.4,81.2,230.3,5.7,59.3,15.4,58.3,Bw367,6.09
0,Galle,1,28.5,75.7,216.9,6.4,47.5,49.4,61.1,Bw367,6.38
1,Trincomalee,0,26.5,82.1,234.6,5.7,46.8,33.2,42.4,Bg352,7.14
0,Ratnapura,1,28.9,79.5,273.2,5.5,31.1,42.3,58.0,Ld368,5.6
1,Matale,1,25.9,87.2,186.8,5.0,52.8,29.9,41.7,Bw367,6.09
0,Kurunegala,0,29.9,72.1,122.8,7.3,22.4,48.2,36.6,Bg300,5.5
0,Polonnaruwa,0,31.9,59.1,52.4,8.5,55.9,21.7,36.8,Bg300,5.5
1,Matale,1,24.6,84.2,204.9,4.9,70.8,25.0,36.3,Bw367,5.51
1,Kurunegala,0,27.6,82.5,145.9,6.4,64.9,25.8,39.0,Bg352,7.14
1,Ratnapura,1,24.7,92.5,305.8,4.2,36.4,36.1,49.8,Ld368,5.32
1,Colombo,1,27.2,85.1,227.0,5.6,32.2,15.6,39.1,Bw367,5.39
1,Kurunegala,0,28.0,78.6,168.4,6.5,48.0,41.9,42.8,Bg352,7.14
1,Polonnaruwa,0,28.7,80.7,206.4,6.3,34.4,28.3,30.8,Bg352,6.32
1,Polonnaruwa,0,28.6,80.3,183.1,5.2,74.7,57.2,33.0,Bg366,8.05
0,Nuwara Eliya,1,17.5,86.8,197.3,4.9,43.0,22.3,63.7,Bw367,5.22
0,Ampara,0,34.1,64.0,56.7,9.4,39.2,40.2,45.6,Bg300,5.06
1,Matale,1,24.7,84.8,189.1,6.2,62.5,49.4,60.8,Bw367,6.67
1,Badulla,1,23.0,86.0,188.8,5.4,40.2,30.4,64.6,Bw367,6.09
1,Hambantota,0,29.3,70.6,119.0,6.1,56.2,21.1,49.5,Bg352,7.14
0,Monaragala,0,32.9,68.8,77.8,8.5,27.3,30.6,26.0,Bg300,4.84
1,Kegalle,1,25.4,85.2,290.1,4.8,31.1,33.9,55.7,Ld368,5.32
0,Ratnapura,1,27.5,87.5,288.2,6.2,66.8,28.2,31.6,Ld368,5.6
0,Monaragala,0,31.3,67.5,76.3,7.3,70.3,57.0,54.1,Bg300,6.05
0,Kalutara,1,29.8,83.3,293.0,6.4,27.0,22.7,45.9,Ld368,4.93
1,Ampara,0,27.4,80.8,199.7,5.4,46.6,23.5,63.7,Bg352,7.14
0,Polonnaruwa,0,33.6,58.9,57.4,8.9,56.1,51.3,49.2,Bg300,5.61
0,Matale,1,28.8,72.6,119.6,6.8,65.5,24.9,33.1,Bw367,5.8
1,Monaragala,0,29.1,84.9,172.1,5.4,78.4,25.8,31.2,Bg366,7.35
1,Polonnaruwa,0,28.0,76.1,203.3,5.1,36.1,37.4,40.2,Bg352,7.14
0,Kandy,1,28.9,74.9,163.4,6.8,42.5,44.6,61.0,Bw367,5.8
0,Badulla,1,25.1,75.1,100.1,6.8,55.5,47.5,37.1,Bw367,5.8
0,Anuradhapura,0,31.3,63.6,44.0,8.7,68.6,38.2,54.9,At362,6.82
1,Kurunegala,0,28.4,77.7,145.2,6.7,35.6,23.3,61.4,Bg352,7.14
1,Kandy,1,23.3,85.7,227.7,5.0,53.1,40.3,45.2,Bw367,6.09
1,Ampara,0,26.2,82.8,218.8,5.9,70.7,50.9,26.8,Bg366,7.35
0,Matale,1,30.2,75.3,112.5,7.1,50.7,23.9,49.1,Bw367,5.8
0,Kandy,1,28.4,73.6,140.9,6.8,67.3,35.8,53.3,Bw367,6.38
1,Nuwara Eliya,1,15.8,94.6,284.8,4.7,61.1,48.7,30.0,Ld368,5.32
1,Kandy,1,23.4,84.9,214.9,5.6,79.6,39.8,33.5,Bw367,6.67
1,Kurunegala,0,25.5,77.3,159.1,5.7,62.2,36.3,51.2,Bg366,7.35
1,Hambantota,0,29.3,79.2,111.4,7.3,79.8,35.7,37.6,Bg352,7.82
0,Kegalle,1,29.2,80.8,278.8,6.0,29.7,36.8,47.6,Ld368,5.6
0,Matale,1,28.9,78.1,114.3,7.1,31.5,30.4,59.3,Bw367,5.8
0,Polonnaruwa,0,33.9,60.8,31.0,8.2,61.0,30.5,51.2,At362,5.7
1,Trincomalee,0,26.1,83.5,220.7,6.1,51.0,28.7,54.8,Bg352,7.14
0,Ampara,0,32.9,65.1,40.6,8.0,63.9,37.2,64.5,At362,6.82
1,Badulla,1,23.5,88.8,183.4,6.0,31.2,42.2,54.8,Bw367,6.09
0,Polonnaruwa,0,34.5,65.7,44.5,8.0,58.4,35.6,50.3,At362,5.7
0,Nuwara Eliya,1,18.9,88.4,195.7,5.3,42.5,43.6,52.0,Bw367,5.8
1,Ratnapura,1,25.2,85.9,310.0,5.2,43.2,34.0,34.9,Ld368,5.88
0,Trincomalee,0,33.5,63.0,64.7,8.3,59.1,32.9,29.9,Bg300,5.06
1,Ratnapura,1,24.4,85.0,320.6,4.9,70.1,25.4,58.7,Ld368,5.88
0,Hambantota,0,31.5,73.8,45.7,8.8,38.1,48.5,51.1,Bg300,5.5
0,Matara,1,29.2,80.5,211.3,7.5,26.1,50.8,58.6,Bw367,5.8
0,Ampara,0,31.9,61.1,60.8,8.0,28.6,41.8,36.0,Bg300,5.5
0,Badulla,1,26.2,74.7,99.2,7.1,41.3,44.4,29.1,Bw367,5.8
1,Kalutara,1,25.9,90.3,306.3,5.3,37.9,51.5,60.2,Ld368,5.88
0,Matale,1,30.3,75.6,126.0,7.5,24.6,21.8,36.6,Bw367,5.1
0,Monaragala,0,32.0,64.9,70.5,7.3,39.9,27.2,54.2,Bg300,5.5
1,Monaragala,0,28.7,84.0,184.2,6.1,48.0,32.9,40.2,Bg352,7.14
0,Trincomalee,0,34.0,63.5,41.2,8.3,73.7,59.8,54.9,At362,6.32
0,Galle,1,30.9,77.1,236.9,6.2,55.7,45.4,59.4,Bw367,6.38
0,Kandy,1,28.8,78.2,155.3,6.3,20.6,45.3,59.8,Bw367,5.8
1,Anuradhapura,0,28.4,82.6,190.2,5.3,47.6,25.7,63.0,Bg352,7.14
0,Badulla,1,25.4,73.4,121.6,7.6,38.0,17.8,64.7,Bw367,5.8
1,Kurunegala,0,28.3,80.4,164.4,6.5,78.0,59.7,29.3,Bg366,8.05
0,Matale,1,29.9,77.5,131.8,6.7,30.1,15.9,35.2,Bw367,5.1
1,Matara,1,28.5,83.9,241.7,6.4,78.7,36.1,29.5,Bw367,6.09
0,Ampara,0,32.2,68.9,44.6,8.0,26.5,32.4,26.5,At362,5.46
1,Anuradhapura,0,27.1,78.2,169.2,5.9,62.9,22.5,40.9,Bg366,7.35
0,Ratnapura,1,28.4,79.1,269.9,5.4,22.4,43.6,32.7,Ld368,4.93
1,Anuradhapura,0,27.3,73.3,189.6,5.9,63.0,33.4,26.8,Bg366,7.35
1,Kurunegala,0,25.7,80.7,155.1,7.0,84.2,27.6,50.2,Bg366,8.05
0,Kandy,1,29.0,77.5,138.8,6.0,34.8,35.4,38.4,Bw367,5.8
0,Galle,1,28.5,78.3,217.1,7.4,30.9,45.3,39.0,Bw367,5.8
0,Matale,1,30.4,70.9,122.6,7.5,64.8,22.9,41.1,Bw367,5.8
1,Monaragala,0,27.2,81.6,166.4,5.8,35.9,21.6,58.4,Bg352,7.14
1,Polonnaruwa,0,26.3,84.6,200.0,5.2,75.3,32.9,48.9,Bg366,8.05
1,Ampara,0,27.8,86.5,211.2,5.7,64.6,48.3,50.6,Bg366,8.05
0,Matale,1,29.7,78.1,117.1,7.4,25.5,50.0,36.6,Bw367,5.8
0,Kegalle,1,29.1,82.9,266.4,6.7,43.5,42.1,45.7,Ld368,5.6
1,Matara,1,27.5,86.4,254.2,5.6,33.5,54.5,50.0,Ld368,5.88
1,Galle,1,25.8,83.4,239.0,6.1,78.4,35.1,32.5,Bw367,6.09
1,Polonnaruwa,0,27.8,80.1,200.8,5.5,52.1,20.9,49.4,Bg352,7.14
0,Kurunegala,0,32.3,73.4,107.0,7.1,69.8,20.7,38.1,Bg300,5.5
0,Hambantota,0,32.0,70.3,31.1,8.7,31.2,29.9,32.7,At362,5.46
1,Kandy,1,25.9,86.0,224.1,5.9,42.7,15.2,49.0,Bw367,6.09
1,Ampara,0,26.1,81.5,203.6,5.1,42.2,33.3,39.1,Bg352,7.14
1,Nuwara Eliya,1,16.9,94.3,282.2,4.8,84.5,29.2,42.8,Ld368,5.88
1,Kalutara,1,25.1,84.0,305.0,4.3,84.3,38.2,44.5,Ld368,5.88
1,Ampara,0,28.8,86.6,218.8,5.3,33.6,23.9,25.0,Bg352,6.32
1,Kalutara,1,25.9,87.2,304.4,5.7,32.3,24.4,57.3,Ld368,5.88
0,Kurunegala,0,29.8,76.7,115.8,7.1,45.1,31.9,31.0,Bg300,5.5
1,Hambantota,0,29.5,74.9,115.2,7.3,40.8,22.9,26.8,Bg352,6.32
1,Kandy,1,25.1,81.6,212.7,5.1,78.9,37.9,63.6,Bw367,6.67
1,Galle,1,26.9,84.2,253.0,6.1,76.3,41.8,50.7,Ld368,6.44
0,Kegalle,1,28.5,85.3,282.6,6.3,60.1,30.1,31.4,Ld368,5.6
1,Matara,1,26.3,83.6,251.2,5.1,31.7,39.3,38.2,Ld368,5.88
1,Kalutara,1,26.2,83.9,295.1,5.6,42.0,32.0,63.9,Ld368,5.88
1,Kurunegala,0,25.8,82.1,166.9,6.5,71.8,38.3,32.0,Bg366,7.35
0,Ampara,0,33.5,60.4,60.0,8.0,21.8,30.9,61.0,Bg300,5.06
0,Kandy,1,26.9,81.0,147.6,6.7,42.2,37.1,27.5,Bw367,5.8
1,Kalutara,1,27.6,89.9,324.5,5.5,54.8,42.1,56.0,Ld368,6.44
1,Kurunegala,0,28.3,79.3,148.6,5.7,39.3,23.6,56.9,Bg352,7.14
0,Trincomalee,0,33.7,66.5,51.1,8.4,35.1,29.6,44.9,Bg300,5.06
0,Matale,1,29.0,76.7,128.3,7.3,31.3,19.6,46.7,Bw367,5.1
0,Anuradhapura,0,31.3,65.3,44.8,8.9,37.3,59.1,55.3,At362,6.82
0,Matara,1,30.0,81.0,219.9,7.0,40.2,25.9,62.8,Bw367,5.8
1,Matara,1,26.0,85.4,235.7,5.1,82.1,37.8,44.1,Bw367,6.67
1,Kurunegala,0,26.2,85.1,169.9,5.5,69.2,22.5,48.8,Bg366,7.35
0,Kegalle,1,28.4,85.8,279.0,7.0,37.3,15.9,57.5,Ld368,5.6
1,Kurunegala,0,26.9,85.2,151.5,5.9,54.1,30.9,43.5,Bg352,7.14
1,Kurunegala,0,26.1,85.3,157.4,6.4,42.8,46.0,65.0,Bg352,7.82
1,Kurunegala,0,27.4,78.1,157.1,6.8,75.9,40.9,61.1,Bg366,8.05
0,Kalutara,1,28.0,78.8,296.0,6.8,64.4,41.2,30.7,Ld368,5.6
1,Matale,1,24.3,81.5,189.1,5.6,53.3,33.5,46.7,Bw367,6.09
0,Ratnapura,1,28.9,82.6,265.8,5.4,60.2,29.8,38.4,Ld368,5.6
0,Trincomalee,0,34.0,66.0,66.6,8.2,72.0,23.1,63.5,Bg300,5.61
1,Anuradhapura,0,28.6,78.2,183.6,6.7,81.0,46.2,51.3,Bg366,8.05
0,Kalutara,1,30.0,78.8,293.7,6.8,66.1,29.9,54.8,Ld368,6.16
0,Kegalle,1,29.8,82.3,277.9,5.6,52.5,37.0,49.4,Ld368,5.6
1,Kegalle,1,27.3,89.9,291.6,5.6,36.7,39.9,60.3,Ld368,5.88
0,Ratnapura,1,29.5,87.0,280.1,5.7,42.3,53.7,33.1,Ld368,5.6
1,Polonnaruwa,0,26.2,77.2,202.9,5.5,84.2,40.0,45.7,Bg366,8.05
1,Matara,1,27.4,79.6,230.3,5.5,68.9,54.0,38.7,Bw367,6.67
1,Kegalle,1,25.8,83.7,294.4,4.6,36.9,30.1,46.6,Ld368,5.32
0,Polonnaruwa,0,31.9,60.1,56.5,9.4,21.8,47.6,47.2,Bg300,5.5
1,Colombo,1,27.9,78.8,250.0,6.4,71.6,47.6,33.8,Bw367,6.67
0,Matale,1,28.6,76.7,108.7,7.3,73.5,16.7,28.8,Bw367,5.8
1,Polonnaruwa,0,27.3,77.9,204.2,5.8,56.6,48.7,39.5,Bg366,7.35
0,Polonnaruwa,0,33.8,65.8,30.4,8.2,31.7,34.1,36.7,At362,4.96
1,Polonnaruwa,0,27.7,78.5,199.3,5.9,44.4,26.5,41.2,Bg352,7.14
1,Ratnapura,1,26.2,87.9,309.9,4.2,60.7,27.0,64.9,Ld368,5.88
0,Badulla,1,25.1,77.3,102.3,7.0,46.5,33.1,56.8,Bw367,5.8
0,Ampara,0,34.4,66.9,45.0,8.1,35.4,33.3,47.3,Bg300,5.06
0,Badulla,1,27.2,72.0,103.4,6.4,34.1,48.5,49.6,Bw367,5.8
0,Kandy,1,26.7,76.7,146.5,7.2,42.5,23.9,50.3,Bw367,5.8
1,Galle,1,28.2,85.9,262.6,5.4,68.2,40.9,51.8,Ld368,6.44
1,Kalutara,1,27.6,84.3,298.2,4.7,62.5,30.4,49.3,Ld368,5.32
0,Anuradhapura,0,31.8,65.7,41.5,8.4,51.5,58.9,28.2,At362,6.2
1,Ratnapura,1,24.4,92.3,330.2,5.2,45.4,40.6,37.6,Ld368,5.88
1,Galle,1,27.5,89.3,243.4,5.9,37.9,19.9,29.6,Bw367,5.39
1,Kalutara,1,26.7,90.7,298.8,5.6,76.3,44.1,42.0,Ld368,6.44
1,Ampara,0,28.1,85.8,205.1,5.8,33.4,48.4,27.7,Bg352,7.14
0,Ratnapura,1,27.7,85.6,282.2,5.7,38.9,30.9,36.6,Ld368,5.6
0,Nuwara Eliya,1,19.5,83.4,206.9,4.8,35.6,18.4,35.7,Bw367,4.52
1,Kalutara,1,26.6,90.7,306.9,5.7,75.5,54.4,60.0,Ld368,6.44
