District,Zone,Variety_Code,Year,Season,Cultivated_Extent_Ha,Age_Group,Grain_Type,Grain_Color,Salinity_Prone,Iron_Toxicity_Prone
Hambantota,Dry Zone,Ld 368,2019,Yala,2844,3.5 Months,Short Grain (Samba),Red,No,No
Kegalle,Wet Zone,Bg 374,2024,Yala,1268,3.5 Months,Long Grain (Nadu),White,No,No
Batticaloa,Dry Zone,Bg 379-2,2020,Maha,1817,4-4.5 Months,Long Grain (Nadu),White,No,No
Mannar,Dry Zone,Bg 379-2,2020,Maha,1560,4-4.5 Months,Long Grain (Nadu),White,No,No
Ampara,Dry Zone,At 354,2020,Yala,312,3.5 Months,Long Grain (Nadu),White,Yes,No
Badulla,Intermediate Zone,Bg 352,2023,Yala,16657,3.5 Months,Long Grain (Nadu),White,No,No
Ampara,Dry Zone,Bg 310,2018,Yala,8185,3 Months,Long Grain (Nadu),White,Yes,No
Ratnapura,Wet Zone,Bg 250,2020,Maha,8090,2.5 Months,Long Grain (Nadu),White,No,No
Kegalle,Wet Zone,Bg 310,2019,Yala,1807,3 Months,Long Grain (Nadu),White,Yes,No
Anuradhapura,Dry Zone,Bw 372,2022,Maha,2753,3.5 Months,Long Grain (Nadu),Red,No,Yes
Killinochchi,Dry Zone,Bw 364,2018,Yala,358,3.5 Months,Long Grain (Nadu),Red,No,Yes
Matara,Wet Zone,Bg 357,2023,Annual,10407,3.5 Months,Long Grain (Nadu),White,No,No
Mullaitivu,Dry Zone,At 354,2019,Yala,349,3.5 Months,Long Grain (Nadu),White,Yes,No
Puttalam,Dry Zone,Bg 250,2021,Maha,7532,2.5 Months,Long Grain (Nadu),White,No,No
Mannar,Dry Zone,Bw 400,2021,Maha,71,4-4.5 Months,Long Grain (Nadu),Red,Yes,Yes
Matale,Intermediate Zone,Bw 312,2021,Yala,826,3 Months,Long Grain (Nadu),Red,No,Yes
Ratnapura,Wet Zone,Attakkari,2024,Maha,6020,4-4.5 Months,Long Grain (Nadu),Red,No,No
Anuradhapura,Dry Zone,Bg 359,2022,Yala,2911,3.5 Months,Long Grain (Nadu),White,No,No
Gampaha,Wet Zone,Bw 312,2020,Yala,798,3 Months,Long Grain (Nadu),Red,No,Yes
Polonnaruwa,Dry Zone,Bw 312,2023,Annual,919,3 Months,Long Grain (Nadu),Red,No,Yes
Batticaloa,Dry Zone,Bw 364,2021,Annual,331,3.5 Months,Long Grain (Nadu),Red,No,Yes
Matara,Wet Zone,Bw 367,2019,Maha,4040,3.5 Months,Short Grain (Samba),White,No,Yes
Matara,Wet Zone,At 362,2020,Maha,26367,3.5 Months,Long Grain (Nadu),Red,No,No
Batticaloa,Dry Zone,Bg 374,2018,Yala,6164,3.5 Months,Long Grain (Nadu),White,No,No
Anuradhapura,Dry Zone,At 354,2022,Maha,357,3.5 Months,Long Grain (Nadu),White,Yes,No
Ratnapura,Wet Zone,Bg 300,2022,Maha,26061,3 Months,Long Grain (Nadu),White,No,No
Batticaloa,Dry Zone,At 362,2021,Maha,10230,3.5 Months,Long Grain (Nadu),Red,No,No
Puttalam,Dry Zone,Bw 312,2019,Maha,892,3 Months,Long Grain (Nadu),Red,No,Yes
Galle,Wet Zone,Bg 310,2023,Maha,1898,3 Months,Long Grain (Nadu),White,Yes,No
Kegalle,Wet Zone,Bw 400,2021,Yala,42,4-4.5 Months,Long Grain (Nadu),Red,Yes,Yes
Hambantota,Dry Zone,Bg 359,2023,Maha,2260,3.5 Months,Long Grain (Nadu),White,No,No
Batticaloa,Dry Zone,At 303,2022,Yala,1592,3 Months,Long Grain (Nadu),Red,No,No
Ratnapura,Wet Zone,Bw 312,2024,Maha,913,3 Months,Long Grain (Nadu),Red,No,Yes
Mannar,Dry Zone,Bw 367,2021,Yala,4717,3.5 Months,Short Grain (Samba),White,No,Yes
Matale,Intermediate Zone,Attakkari,2018,Yala,6530,4-4.5 Months,Long Grain (Nadu),Red,No,No
Kandy,Intermediate Zone,Bw 400,2018,Maha,37,4-4.5 Months,Long Grain (Nadu),Red,Yes,Yes
Trincomalee,Dry Zone,Bg 310,2023,Yala,9090,3 Months,Long Grain (Nadu),White,Yes,No
Kurunegala,Intermediate Zone,Ld 368,2018,Yala,3387,3.5 Months,Short Grain (Samba),Red,No,No
Batticaloa,Dry Zone,Bw 364,2022,Maha,279,3.5 Months,Long Grain (Nadu),Red,No,Yes
Kegalle,Wet Zone,At 353,2019,Maha,914,3.5 Months,Long Grain (Nadu),Red,Yes,No
Polonnaruwa,Dry Zone,Bw 367,2023,Maha,8326,3.5 Months,Short Grain (Samba),White,No,Yes
Puttalam,Dry Zone,At 353,2024,Yala,1759,3.5 Months,Long Grain (Nadu),Red,Yes,No
Puttalam,Dry Zone,Ld 368,2024,Maha,3029,3.5 Months,Short Grain (Samba),Red,No,No
Ratnapura,Wet Zone,Bg 300,2022,Maha,21324,3 Months,Long Grain (Nadu),White,No,No
Kegalle,Wet Zone,At 354,2018,Yala,282,3.5 Months,Long Grain (Nadu),White,Yes,No
Matale,Intermediate Zone,Bw 364,2023,Yala,345,3.5 Months,Long Grain (Nadu),Red,No,Yes
Mannar,Dry Zone,Bg 310,2019,Maha,10724,3 Months,Long Grain (Nadu),White,Yes,No
Matara,Wet Zone,Bg 366,2024,Yala,7549,3.5 Months,Long Grain (Nadu),White,No,No
Kegalle,Wet Zone,Bg 250,2023,Annual,7157,2.5 Months,Long Grain (Nadu),White,No,No
Badulla,Intermediate Zone,Bg 250,2018,Maha,6893,2.5 Months,Long Grain (Nadu),White,No,No
Matale,Intermediate Zone,At 362,2024,Maha,13609,3.5 Months,Long Grain (Nadu),Red,No,No
Ampara,Dry Zone,Bw 364,2022,Maha,344,3.5 Months,Long Grain (Nadu),Red,No,Yes
Polonnaruwa,Dry Zone,Bg 250,2022,Maha,6734,2.5 Months,Long Grain (Nadu),White,No,No
Kurunegala,Intermediate Zone,Bw 400,2019,Maha,29,4-4.5 Months,Long Grain (Nadu),Red,Yes,Yes
Vavuniya,Dry Zone,Bw 367,2024,Maha,12417,3.5 Months,Short Grain (Samba),White,No,Yes
Anuradhapura,Dry Zone,Bw 372,2023,Maha,2569,3.5 Months,Long Grain (Nadu),Red,No,Yes
Hambantota,Dry Zone,Bg 250,2022,Maha,7410,2.5 Months,Long Grain (Nadu),White,No,No
Polonnaruwa,Dry Zone,At 354,2021,Maha,350,3.5 Months,Long Grain (Nadu),White,Yes,No
Kegalle,Wet Zone,Ld 368,2018,Maha,2133,3.5 Months,Short Grain (Samba),Red,No,No
Badulla,Intermediate Zone,Bg 366,2023,Maha,16950,3.5 Months,Long Grain (Nadu),White,No,No
Badulla,Intermediate Zone,At 307,2024,Maha,4529,3 Months,Long Grain (Nadu),White,No,No
Monaragala,Intermediate Zone,Bw 312,2020,Yala,603,3 Months,Long Grain (Nadu),Red,No,Yes
Monaragala,Intermediate Zone,At 354,2023,Yala,308,3.5 Months,Long Grain (Nadu),White,Yes,No
Killinochchi,Dry Zone,Bg 250,2021,Maha,8435,2.5 Months,Long Grain (Nadu),White,No,No
Mullaitivu,Dry Zone,Bg 300,2022,Maha,18188,3 Months,Long Grain (Nadu),White,No,No
Matale,Intermediate Zone,Bw 367,2020,Yala,9750,3.5 Months,Short Grain (Samba),White,No,Yes
Monaragala,Intermediate Zone,Attakkari,2023,Yala,6554,4-4.5 Months,Long Grain (Nadu),Red,No,No
Gampaha,Wet Zone,Bg 374,2020,Yala,5954,3.5 Months,Long Grain (Nadu),White,No,No
Vavuniya,Dry Zone,Bg 94-1,2021,Maha,5384,3.5 Months,Long Grain (Nadu),White,No,No
Puttalam,Dry Zone,Ld 368,2018,Maha,2337,3.5 Months,Short Grain (Samba),Red,No,No
Trincomalee,Dry Zone,Ld 368,2022,Yala,2890,3.5 Months,Short Grain (Samba),Red,No,No
Kandy,Intermediate Zone,Bw 372,2020,Maha,3120,3.5 Months,Long Grain (Nadu),Red,No,Yes
Kurunegala,Intermediate Zone,Bg 94-1,2024,Maha,21749,3.5 Months,Long Grain (Nadu),White,No,No
Vavuniya,Dry Zone,Ld 368,2024,Maha,2352,3.5 Months,Short Grain (Samba),Red,No,No
Killinochchi,Dry Zone,Bg 357,2022,Maha,13033,3.5 Months,Long Grain (Nadu),White,No,No
Kalutara,Wet Zone,Bg 357,2022,Maha,11083,3.5 Months,Long Grain (Nadu),White,No,No
Monaragala,Intermediate Zone,At 362,2020,Yala,36186,3.5 Months,Long Grain (Nadu),Red,No,No
Ampara,Dry Zone,Bg 360,2019,Maha,4909,3.5 Months,Short Grain (Samba),White,No,No
Vavuniya,Dry Zone,Bg 300,2019,Yala,33140,3 Months,Long Grain (Nadu),White,No,No
Mullaitivu,Dry Zone,Bw 372,2023,Maha,2764,3.5 Months,Long Grain (Nadu),Red,No,Yes
Batticaloa,Dry Zone,Bw 367,2023,Yala,7344,3.5 Months,Short Grain (Samba),White,No,Yes
Ratnapura,Wet Zone,Bg 359,2022,Maha,2823,3.5 Months,Long Grain (Nadu),White,No,No
Matale,Intermediate Zone,Bg 366,2022,Maha,16226,3.5 Months,Long Grain (Nadu),White,No,No
Batticaloa,Dry Zone,Bw 400,2021,Maha,79,4-4.5 Months,Long Grain (Nadu),Red,Yes,Yes
Anuradhapura,Dry Zone,At 362,2018,Maha,17048,3.5 Months,Long Grain (Nadu),Red,No,No
Ratnapura,Wet Zone,Bw 367,2024,Maha,1467,3.5 Months,Short Grain (Samba),White,No,Yes
Mullaitivu,Dry Zone,Ld 368,2023,Maha,1842,3.5 Months,Short Grain (Samba),Red,No,No
Monaragala,Intermediate Zone,Bg 366,2022,Maha,17362,3.5 Months,Long Grain (Nadu),White,No,No
Gampaha,Wet Zone,Bg 352,2023,Maha,46592,3.5 Months,Long Grain (Nadu),White,No,No
Kandy,Intermediate Zone,Bg 360,2020,Annual,9510,3.5 Months,Short Grain (Samba),White,No,No
Matale,Intermediate Zone,Bw 367,2022,Maha,7853,3.5 Months,Short Grain (Samba),White,No,Yes
Polonnaruwa,Dry Zone,At 307,2018,Annual,10241,3 Months,Long Grain (Nadu),White,No,No
Ratnapura,Wet Zone,Bw 364,2023,Maha,296,3.5 Months,Long Grain (Nadu),Red,No,Yes
Polonnaruwa,Dry Zone,At 303,2020,Yala,1508,3 Months,Long Grain (Nadu),Red,No,No
Mullaitivu,Dry Zone,Bw 372,2021,Yala,3337,3.5 Months,Long Grain (Nadu),Red,No,Yes
Gampaha,Wet Zone,Bw 367,2020,Maha,11373,3.5 Months,Short Grain (Samba),White,No,Yes
Matale,Intermediate Zone,Bw 364,2018,Yala,345,3.5 Months,Long Grain (Nadu),Red,No,Yes
Mannar,Dry Zone,Bg 374,2019,Maha,3213,3.5 Months,Long Grain (Nadu),White,No,No
Kandy,Intermediate Zone,Ld 368,2020,Maha,2234,3.5 Months,Short Grain (Samba),Red,No,No
Ampara,Dry Zone,Attakkari,2021,Maha,6317,4-4.5 Months,Long Grain (Nadu),Red,No,No
Mannar,Dry Zone,At 303,2021,Maha,1930,3 Months,Long Grain (Nadu),Red,No,No
Matale,Intermediate Zone,Bg 379-2,2023,Maha,1432,4-4.5 Months,Long Grain (Nadu),White,No,No
Gampaha,Wet Zone,Bw 312,2020,Maha,686,3 Months,Long Grain (Nadu),Red,No,Yes
Gampaha,Wet Zone,At 303,2021,Maha,1845,3 Months,Long Grain (Nadu),Red,No,No
Badulla,Intermediate Zone,At 354,2019,Maha,349,3.5 Months,Long Grain (Nadu),White,Yes,No
Kurunegala,Intermediate Zone,Bg 310,2018,Yala,12282,3 Months,Long Grain (Nadu),White,Yes,No
Kegalle,Wet Zone,Bw 312,2024,Maha,974,3 Months,Long Grain (Nadu),Red,No,Yes
Mullaitivu,Dry Zone,Bg 379-2,2019,Maha,1765,4-4.5 Months,Long Grain (Nadu),White,No,No
Gampaha,Wet Zone,Bg 250,2021,Maha,7399,2.5 Months,Long Grain (Nadu),White,No,No
Batticaloa,Dry Zone,Bw 367,2021,Maha,5822,3.5 Months,Short Grain (Samba),White,No,Yes
Galle,Wet Zone,Bg 300,2022,Maha,26239,3 Months,Long Grain (Nadu),White,No,No
Kegalle,Wet Zone,Bg 374,2021,Yala,1122,3.5 Months,Long Grain (Nadu),White,No,No
Monaragala,Intermediate Zone,At 362,2019,Yala,36590,3.5 Months,Long Grain (Nadu),Red,No,No
Kandy,Intermediate Zone,Attakkari,2023,Maha,6316,4-4.5 Months,Long Grain (Nadu),Red,No,No
Galle,Wet Zone,Bg 250,2020,Maha,6002,2.5 Months,Long Grain (Nadu),White,No,No
Badulla,Intermediate Zone,Bw 367,2020,Yala,11768,3.5 Months,Short Grain (Samba),White,No,Yes
Puttalam,Dry Zone,Attakkari,2018,Maha,7271,4-4.5 Months,Long Grain (Nadu),Red,No,No
Matara,Wet Zone,Bg 379-2,2021,Yala,1985,4-4.5 Months,Long Grain (Nadu),White,No,No
Vavuniya,Dry Zone,Bw 372,2019,Annual,2585,3.5 Months,Long Grain (Nadu),Red,No,Yes
Gampaha,Wet Zone,Bg 300,2019,Maha,7972,3 Months,Long Grain (Nadu),White,No,No
Kandy,Intermediate Zone,Bw 312,2023,Annual,537,3 Months,Long Grain (Nadu),Red,No,Yes
Puttalam,Dry Zone,At 353,2021,Annual,1917,3.5 Months,Long Grain (Nadu),Red,Yes,No
Monaragala,Intermediate Zone,At 362,2021,Yala,47502,3.5 Months,Long Grain (Nadu),Red,No,No
Matara,Wet Zone,At 362,2022,Yala,9391,3.5 Months,Long Grain (Nadu),Red,No,No
Kurunegala,Intermediate Zone,Bw 372,2021,Maha,2562,3.5 Months,Long Grain (Nadu),Red,No,Yes
Trincomalee,Dry Zone,At 354,2021,Yala,268,3.5 Months,Long Grain (Nadu),White,Yes,No
Kegalle,Wet Zone,Bg 300,2024,Yala,23191,3 Months,Long Grain (Nadu),White,No,No
Trincomalee,Dry Zone,Bg 369,2019,Maha,229,3.5 Months,Long Grain (Nadu),White,Yes,No
Hambantota,Dry Zone,Bg 360,2021,Maha,4117,3.5 Months,Short Grain (Samba),White,No,No
Matale,Intermediate Zone,Attakkari,2019,Yala,6545,4-4.5 Months,Long Grain (Nadu),Red,No,No
Kegalle,Wet Zone,At 307,2018,Maha,8670,3 Months,Long Grain (Nadu),White,No,No
Monaragala,Intermediate Zone,Bw 372,2024,Yala,2544,3.5 Months,Long Grain (Nadu),Red,No,Yes
Kurunegala,Intermediate Zone,At 307,2018,Maha,10582,3 Months,Long Grain (Nadu),White,No,No
Ratnapura,Wet Zone,Bw 312,2022,Maha,746,3 Months,Long Grain (Nadu),Red,No,Yes
Kalutara,Wet Zone,Bg 369,2020,Maha,205,3.5 Months,Long Grain (Nadu),White,Yes,No
Polonnaruwa,Dry Zone,Bw 312,2024,Maha,708,3 Months,Long Grain (Nadu),Red,No,Yes
Monaragala,Intermediate Zone,At 307,2022,Annual,5228,3 Months,Long Grain (Nadu),White,No,No
Mannar,Dry Zone,At 307,2018,Maha,10087,3 Months,Long Grain (Nadu),White,No,No
Kegalle,Wet Zone,Bg 310,2021,Maha,6954,3 Months,Long Grain (Nadu),White,Yes,No
Batticaloa,Dry Zone,Bg 369,2021,Yala,868,3.5 Months,Long Grain (Nadu),White,Yes,No
Hambantota,Dry Zone,At 307,2023,Maha,5999,3 Months,Long Grain (Nadu),White,No,No
Batticaloa,Dry Zone,At 362,2024,Maha,10151,3.5 Months,Long Grain (Nadu),Red,No,No
Matara,Wet Zone,Bw 367,2019,Yala,2044,3.5 Months,Short Grain (Samba),White,No,Yes
Vavuniya,Dry Zone,At 353,2023,Annual,141,3.5 Months,Long Grain (Nadu),Red,Yes,No
Ratnapura,Wet Zone,Bg 379-2,2024,Maha,1851,4-4.5 Months,Long Grain (Nadu),White,No,No
Galle,Wet Zone,Bg 357,2019,Yala,11506,3.5 Months,Long Grain (Nadu),White,No,No
Vavuniya,Dry Zone,At 354,2021,Maha,270,3.5 Months,Long Grain (Nadu),White,Yes,No
Vavuniya,Dry Zone,Bw 400,2019,Yala,95,4-4.5 Months,Long Grain (Nadu),Red,Yes,Yes
Matara,Wet Zone,At 362,2020,Yala,53780,3.5 Months,Long Grain (Nadu),Red,No,No
Kurunegala,Intermediate Zone,At 353,2018,Maha,1780,3.5 Months,Long Grain (Nadu),Red,Yes,No
Ampara,Dry Zone,At 354,2019,Maha,340,3.5 Months,Long Grain (Nadu),White,Yes,No
Galle,Wet Zone,Bw 312,2022,Maha,737,3 Months,Long Grain (Nadu),Red,No,Yes
Gampaha,Wet Zone,At 303,2023,Yala,1670,3 Months,Long Grain (Nadu),Red,No,No
Monaragala,Intermediate Zone,Bw 364,2021,Maha,320,3.5 Months,Long Grain (Nadu),Red,No,Yes
Kalutara,Wet Zone,At 303,2024,Maha,1639,3 Months,Long Grain (Nadu),Red,No,No
Kandy,Intermediate Zone,Bg 94-1,2023,Annual,22900,3.5 Months,Long Grain (Nadu),White,No,No
Gampaha,Wet Zone,Bg 300,2018,Yala,19428,3 Months,Long Grain (Nadu),White,No,No
Galle,Wet Zone,Bg 359,2018,Maha,2281,3.5 Months,Long Grain (Nadu),White,No,No
Kalutara,Wet Zone,Bg 352,2020,Maha,21860,3.5 Months,Long Grain (Nadu),White,No,No
Gampaha,Wet Zone,Bg 366,2020,Maha,6583,3.5 Months,Long Grain (Nadu),White,No,No
Ratnapura,Wet Zone,At 303,2024,Annual,1682,3 Months,Long Grain (Nadu),Red,No,No
Batticaloa,Dry Zone,At 353,2022,Maha,1349,3.5 Months,Long Grain (Nadu),Red,Yes,No
Badulla,Intermediate Zone,Bw 372,2020,Maha,2792,3.5 Months,Long Grain (Nadu),Red,No,Yes
Ratnapura,Wet Zone,Bw 364,2019,Maha,389,3.5 Months,Long Grain (Nadu),Red,No,Yes
Vavuniya,Dry Zone,Bg 369,2020,Yala,366,3.5 Months,Long Grain (Nadu),White,Yes,No
Batticaloa,Dry Zone,Attakkari,2022,Maha,7108,4-4.5 Months,Long Grain (Nadu),Red,No,No
Vavuniya,Dry Zone,Bg 374,2021,Annual,863,3.5 Months,Long Grain (Nadu),White,No,No
Vavuniya,Dry Zone,Bg 94-1,2021,Maha,27752,3.5 Months,Long Grain (Nadu),White,No,No
Hambantota,Dry Zone,Bg 359,2020,Maha,2088,3.5 Months,Long Grain (Nadu),White,No,No
Polonnaruwa,Dry Zone,At 362,2018,Annual,12586,3.5 Months,Long Grain (Nadu),Red,No,No
Polonnaruwa,Dry Zone,Bw 312,2021,Yala,582,3 Months,Long Grain (Nadu),Red,No,Yes
Puttalam,Dry Zone,Ld 368,2021,Yala,2151,3.5 Months,Short Grain (Samba),Red,No,No
Galle,Wet Zone,Bg 300,2020,Yala,19631,3 Months,Long Grain (Nadu),White,No,No
Matale,Intermediate Zone,Bg 94-1,2019,Maha,9826,3.5 Months,Long Grain (Nadu),White,No,No
Mannar,Dry Zone,Bw 367,2022,Yala,12298,3.5 Months,Short Grain (Samba),White,No,Yes
Vavuniya,Dry Zone,Bg 250,2020,Yala,7322,2.5 Months,Long Grain (Nadu),White,No,No
Puttalam,Dry Zone,Bg 300,2024,Maha,35979,3 Months,Long Grain (Nadu),White,No,No
Killinochchi,Dry Zone,Attakkari,2024,Yala,6660,4-4.5 Months,Long Grain (Nadu),Red,No,No
Ampara,Dry Zone,Bw 367,2019,Maha,11357,3.5 Months,Short Grain (Samba),White,No,Yes
Kandy,Intermediate Zone,At 354,2022,Maha,306,3.5 Months,Long Grain (Nadu),White,Yes,No
Batticaloa,Dry Zone,Bg 250,2019,Yala,7086,2.5 Months,Long Grain (Nadu),White,No,No
Matara,Wet Zone,At 303,2018,Yala,1677,3 Months,Long Grain (Nadu),Red,No,No
Gampaha,Wet Zone,Ld 368,2021,Maha,2849,3.5 Months,Short Grain (Samba),Red,No,No
Mullaitivu,Dry Zone,At 303,2021,Maha,1761,3 Months,Long Grain (Nadu),Red,No,No
Hambantota,Dry Zone,At 362,2019,Maha,55731,3.5 Months,Long Grain (Nadu),Red,No,No
Monaragala,Intermediate Zone,Attakkari,2020,Maha,6156,4-4.5 Months,Long Grain (Nadu),Red,No,No
Galle,Wet Zone,At 303,2024,Yala,1546,3 Months,Long Grain (Nadu),Red,No,No
Batticaloa,Dry Zone,At 353,2018,Maha,1976,3.5 Months,Long Grain (Nadu),Red,Yes,No
Monaragala,Intermediate Zone,Bw 364,2023,Maha,283,3.5 Months,Long Grain (Nadu),Red,No,Yes
Kurunegala,Intermediate Zone,At 307,2020,Maha,7928,3 Months,Long Grain (Nadu),White,No,No
Kegalle,Wet Zone,Bg 94-1,2024,Annual,13780,3.5 Months,Long Grain (Nadu),White,No,No
Puttalam,Dry Zone,Bg 300,2024,Yala,2549,3 Months,Long Grain (Nadu),White,No,No
Anuradhapura,Dry Zone,Attakkari,2023,Yala,6920,4-4.5 Months,Long Grain (Nadu),Red,No,No
Anuradhapura,Dry Zone,Bg 357,2023,Maha,12980,3.5 Months,Long Grain (Nadu),White,No,No
Kegalle,Wet Zone,Bg 369,2020,Yala,426,3.5 Months,Long Grain (Nadu),White,Yes,No
Puttalam,Dry Zone,Bw 372,2018,Maha,2656,3.5 Months,Long Grain (Nadu),Red,No,Yes
Batticaloa,Dry Zone,Bw 372,2023,Annual,3065,3.5 Months,Long Grain (Nadu),Red,No,Yes
Matara,Wet Zone,Bg 250,2022,Maha,7666,2.5 Months,Long Grain (Nadu),White,No,No
Galle,Wet Zone,Bw 372,2024,Yala,3432,3.5 Months,Long Grain (Nadu),Red,No,Yes
Batticaloa,Dry Zone,At 353,2023,Yala,1098,3.5 Months,Long Grain (Nadu),Red,Yes,No
Ampara,Dry Zone,Bg 250,2022,Yala,5874,2.5 Months,Long Grain (Nadu),White,No,No
Mullaitivu,Dry Zone,Bw 312,2021,Maha,857,3 Months,Long Grain (Nadu),Red,No,Yes
Galle,Wet Zone,Bg 366,2021,Yala,13417,3.5 Months,Long Grain (Nadu),White,No,No
Gampaha,Wet Zone,Bg 250,2021,Maha,7268,2.5 Months,Long Grain (Nadu),White,No,No
Kandy,Intermediate Zone,Bg 310,2020,Maha,14338,3 Months,Long Grain (Nadu),White,Yes,No
Monaragala,Intermediate Zone,Bw 400,2022,Maha,91,4-4.5 Months,Long Grain (Nadu),Red,Yes,Yes
Mullaitivu,Dry Zone,Bg 352,2020,Yala,22766,3.5 Months,Long Grain (Nadu),White,No,No
Matara,Wet Zone,At 353,2024,Yala,519,3.5 Months,Long Grain (Nadu),Red,Yes,No
Polonnaruwa,Dry Zone,Ld 368,2023,Yala,1884,3.5 Months,Short Grain (Samba),Red,No,No
Galle,Wet Zone,Bg 300,2024,Yala,13731,3 Months,Long Grain (Nadu),White,No,No
Puttalam,Dry Zone,Bg 374,2024,Annual,2166,3.5 Months,Long Grain (Nadu),White,No,No
Monaragala,Intermediate Zone,Bg 366,2021,Annual,13802,3.5 Months,Long Grain (Nadu),White,No,No
Polonnaruwa,Dry Zone,Bw 367,2023,Maha,7375,3.5 Months,Short Grain (Samba),White,No,Yes
Trincomalee,Dry Zone,At 303,2022,Yala,1721,3 Months,Long Grain (Nadu),Red,No,No
Galle,Wet Zone,Attakkari,2022,Yala,7414,4-4.5 Months,Long Grain (Nadu),Red,No,No
Matara,Wet Zone,Bg 360,2021,Maha,7253,3.5 Months,Short Grain (Samba),White,No,No
Matale,Intermediate Zone,Bw 312,2024,Maha,757,3 Months,Long Grain (Nadu),Red,No,Yes
Trincomalee,Dry Zone,Bg 357,2021,Yala,13537,3.5 Months,Long Grain (Nadu),White,No,No
Hambantota,Dry Zone,Bg 357,2020,Maha,12786,3.5 Months,Long Grain (Nadu),White,No,No
Killinochchi,Dry Zone,Bw 372,2018,Yala,3357,3.5 Months,Long Grain (Nadu),Red,No,Yes
Batticaloa,Dry Zone,Bw 367,2023,Yala,5587,3.5 Months,Short Grain (Samba),White,No,Yes
Gampaha,Wet Zone,At 307,2020,Maha,10983,3 Months,Long Grain (Nadu),White,No,No
Kalutara,Wet Zone,Attakkari,2023,Maha,6180,4-4.5 Months,Long Grain (Nadu),Red,No,No
Badulla,Intermediate Zone,Bg 94-1,2024,Yala,25177,3.5 Months,Long Grain (Nadu),White,No,No
Trincomalee,Dry Zone,Bg 250,2021,Maha,6460,2.5 Months,Long Grain (Nadu),White,No,No
Ampara,Dry Zone,At 307,2024,Maha,10285,3 Months,Long Grain (Nadu),White,No,No
Matara,Wet Zone,Attakkari,2024,Yala,6992,4-4.5 Months,Long Grain (Nadu),Red,No,No
Kandy,Intermediate Zone,Ld 368,2019,Yala,1916,3.5 Months,Short Grain (Samba),Red,No,No
Ratnapura,Wet Zone,At 303,2023,Annual,1567,3 Months,Long Grain (Nadu),Red,No,No
Ampara,Dry Zone,Bg 360,2018,Maha,3879,3.5 Months,Short Grain (Samba),White,No,No
Gampaha,Wet Zone,Ld 368,2018,Yala,3287,3.5 Months,Short Grain (Samba),Red,No,No
Polonnaruwa,Dry Zone,Bg 369,2018,Maha,375,3.5 Months,Long Grain (Nadu),White,Yes,No
Polonnaruwa,Dry Zone,Bg 357,2021,Yala,12264,3.5 Months,Long Grain (Nadu),White,No,No
Kegalle,Wet Zone,Bg 300,2019,Yala,28813,3 Months,Long Grain (Nadu),White,No,No
Monaragala,Intermediate Zone,Bg 366,2024,Yala,12347,3.5 Months,Long Grain (Nadu),White,No,No
Monaragala,Intermediate Zone,Bg 360,2022,Maha,9542,3.5 Months,Short Grain (Samba),White,No,No
Vavuniya,Dry Zone,Bw 400,2021,Maha,94,4-4.5 Months,Long Grain (Nadu),Red,Yes,Yes
Polonnaruwa,Dry Zone,Bg 310,2021,Yala,11023,3 Months,Long Grain (Nadu),White,Yes,No
Trincomalee,Dry Zone,Attakkari,2023,Maha,6076,4-4.5 Months,Long Grain (Nadu),Red,No,No
Trincomalee,Dry Zone,Bw 367,2024,Yala,7359,3.5 Months,Short Grain (Samba),White,No,Yes
Mannar,Dry Zone,At 307,2019,Yala,6074,3 Months,Long Grain (Nadu),White,No,No
Kandy,Intermediate Zone,Bg 379-2,2018,Yala,1616,4-4.5 Months,Long Grain (Nadu),White,No,No
Kegalle,Wet Zone,Ld 368,2019,Yala,1476,3.5 Months,Short Grain (Samba),Red,No,No
Galle,Wet Zone,Bw 364,2024,Maha,286,3.5 Months,Long Grain (Nadu),Red,No,Yes
Kegalle,Wet Zone,Bg 310,2023,Yala,5990,3 Months,Long Grain (Nadu),White,Yes,No
Badulla,Intermediate Zone,Bg 366,2020,Maha,7089,3.5 Months,Long Grain (Nadu),White,No,No
Puttalam,Dry Zone,Bg 250,2018,Yala,6909,2.5 Months,Long Grain (Nadu),White,No,No
Mullaitivu,Dry Zone,Bw 312,2022,Yala,868,3 Months,Long Grain (Nadu),Red,No,Yes
Trincomalee,Dry Zone,At 354,2019,Yala,397,3.5 Months,Long Grain (Nadu),White,Yes,No
Galle,Wet Zone,Bg 357,2018,Yala,13953,3.5 Months,Long Grain (Nadu),White,No,No
Mannar,Dry Zone,Bg 357,2023,Yala,13046,3.5 Months,Long Grain (Nadu),White,No,No
Ratnapura,Wet Zone,Bw 364,2024,Maha,342,3.5 Months,Long Grain (Nadu),Red,No,Yes
Kandy,Intermediate Zone,Bg 357,2019,Maha,12661,3.5 Months,Long Grain (Nadu),White,No,No
Polonnaruwa,Dry Zone,Ld 368,2023,Yala,2345,3.5 Months,Short Grain (Samba),Red,No,No
Anuradhapura,Dry Zone,Bg 374,2024,Yala,4539,3.5 Months,Long Grain (Nadu),White,No,No
Puttalam,Dry Zone,Bw 312,2021,Yala,944,3 Months,Long Grain (Nadu),Red,No,Yes
Anuradhapura,Dry Zone,Bg 250,2021,Maha,7770,2.5 Months,Long Grain (Nadu),White,No,No
Matale,Intermediate Zone,Bw 400,2021,Yala,30,4-4.5 Months,Long Grain (Nadu),Red,Yes,Yes
